,PH,Solids,Turbidity,Potability
1812,11.0,17327,3.86,0
1813,9.2,14405,1.36,0
1814,12.9,17479,0.06,0
1815,9.2,3443,1.99,0
1816,8.7,2555,0.97,0
1817,8.7,1982,0.29,0
1818,9.3,1142,2.93,0
1819,12.7,954,3.77,0
1820,13.0,2864,2.76,0
1821,11.3,18430,3.76,0
1822,9.4,4496,1.17,0
1823,12.0,14476,0.24,0
1824,9.4,6661,0.11,0
1825,13.5,9236,2.37,0
1826,11.4,8377,3.89,0
1827,10.6,3873,2.3,0
1828,10.5,15319,0.1,0
1829,8.6,15208,0.33,0
1830,10.7,18395,3.55,0
1831,11.2,10119,0.18,0
1832,10.1,11738,1.41,0
1833,11.9,982,0.29,0
1834,13.2,16550,3.83,0
1835,11.8,12194,0.11,0
1836,12.0,2611,3.44,0
1837,8.6,4367,1.06,0
1838,12.0,14996,2.46,0
1839,10.5,14842,2.79,0
1840,10.7,1099,0.14,0
1841,10.0,16191,0.57,0
1842,10.8,14823,0.31,0
1843,11.9,13417,0.39,0
1844,13.2,16373,4.13,0
1845,12.2,19163,1.33,0
1846,10.8,2294,2.29,0
1847,12.0,19181,0.82,0
1848,9.0,15166,0.84,0
1849,13.6,3154,2.11,0
1850,13.2,10316,0.74,0
1851,9.0,17155,2.63,0
1852,9.1,16002,3.81,0
1853,12.2,5214,1.66,0
1854,13.7,6518,2.63,0
1855,13.2,4893,0.5,0
1856,9.5,7205,3.71,0
1857,8.8,16858,1.92,0
1858,13.7,9320,1.96,0
1859,12.7,1338,4.05,0
1860,8.6,3153,1.99,0
1861,13.1,2176,2.26,0
1862,10.7,4595,0.16,0
1863,11.6,18051,2.31,0
1864,9.7,15074,1.7,0
1865,12.6,11567,2.92,0
1866,9.1,14964,2.82,0
1867,8.9,10549,1.28,0
1868,12.0,12386,2.07,0
1869,12.9,16345,1.83,0
1870,10.3,2953,0.13,0
1871,9.5,2256,1.28,0
1872,9.6,2334,2.62,0
1873,10.9,4641,1.46,0
1874,11.8,4712,4.15,0
1875,13.6,5891,2.56,0
1876,13.4,15934,1.07,0
1877,12.9,4836,0.71,0
1878,13.1,9298,0.71,0
1879,11.3,16639,2.22,0
1880,11.1,17925,1.27,0
1881,9.7,2325,0.14,0
1882,10.7,18162,3.7,0
1883,9.1,14273,3.55,0
1884,10.5,7229,2.0,0
1885,9.3,17983,0.06,0
1886,13.5,3181,2.87,0
1887,10.9,14386,2.08,0
1888,10.7,8237,2.71,0
1889,11.9,12292,1.36,0
1890,10.9,14757,2.57,0
1891,12.0,13205,1.73,0
1892,12.4,8639,2.48,0
1893,9.2,12772,1.57,0
1894,12.1,8433,3.98,0
1895,9.7,2145,3.73,0
1896,9.0,17188,0.17,0
1897,9.4,18370,3.68,0
1898,9.0,4065,0.04,0
1899,10.0,14711,3.56,0
1900,11.5,8893,2.41,0
1901,13.6,5594,0.65,0
1902,10.9,9289,2.01,0
1903,11.0,10753,3.74,0
1904,9.8,3474,0.66,0
1905,13.1,12880,3.78,0
1906,10.1,8865,3.73,0
1907,12.1,3822,0.12,0
1908,11.9,13707,3.47,0
1909,10.5,3230,2.38,0
1910,13.5,5621,3.87,0
1911,8.8,8348,1.54,0
1912,13.8,3104,2.51,0
1913,12.5,4586,1.6,0
1914,12.1,18545,3.34,0
1915,13.0,12316,3.4,0
1916,11.4,8099,1.82,0
1917,11.8,15367,1.06,0
1918,12.0,17587,0.95,0
1919,11.2,10040,1.85,0
1920,10.2,4666,0.08,0
1921,12.7,12121,3.4,0
1922,8.6,12698,0.99,0
1923,12.7,15224,2.94,0
1924,10.2,8507,4.17,0
1925,9.5,14379,0.21,0
1926,13.7,2221,1.2,0
1927,13.0,9254,0.53,0
1928,11.7,4440,2.89,0
1929,9.0,13031,3.04,0
1930,12.3,7172,0.58,0
1931,13.0,13422,1.25,0
1932,8.9,3993,1.56,0
1933,11.2,14852,0.74,0
1934,11.4,9307,1.37,0
1935,12.3,16323,3.86,0
1936,9.8,5030,2.14,0
1937,13.0,12645,3.85,0
1938,10.3,2213,3.51,0
1939,13.0,3542,2.38,0
1940,12.0,11370,3.28,0
1941,9.7,14788,0.02,0
1942,9.3,16212,3.86,0
1943,13.6,13847,1.91,0
1944,12.5,13754,0.49,0
1945,8.9,15478,4.0,0
1946,9.8,12559,0.39,0
1947,10.5,7441,3.49,0
1948,13.0,10679,2.15,0
1949,8.6,776,2.24,0
1950,8.5,4428,1.22,0
1951,8.8,7650,2.66,0
1952,11.9,12214,3.01,0
1953,9.4,2833,2.05,0
1954,8.9,11061,3.33,0
1955,9.2,18489,0.43,0
1956,11.5,6278,2.71,0
1957,11.7,4606,2.09,0
1958,11.1,5992,4.08,0
1959,13.4,3943,3.6,0
1960,11.2,6943,0.35,0
1961,9.2,1553,1.39,0
1962,13.6,10355,3.56,0
1963,11.4,14785,1.37,0
1964,13.6,12656,0.75,0
1965,13.3,2009,0.38,0
1966,12.3,3242,2.79,0
1967,9.7,13703,4.08,0
1968,9.7,16534,1.19,0
1969,8.6,6623,2.59,0
1970,13.3,19004,0.04,0
1971,11.5,18010,2.32,0
1972,9.6,18930,3.37,0
1973,11.5,15874,4.09,0
1974,8.6,15916,1.53,0
1975,8.8,14486,4.14,0
1976,11.2,9107,1.56,0
1977,13.8,3600,2.7,0
1978,9.9,2224,2.51,0
1979,9.6,7425,1.94,0
1980,8.8,7780,2.52,0
1981,11.9,588,3.93,0
1982,12.5,3509,4.04,0
1983,12.0,17998,2.34,0
1984,10.9,11774,1.02,0
1985,9.4,5241,2.4,0
1986,11.0,14704,3.27,0
1987,10.8,12469,1.07,0
1988,9.2,12506,1.63,0
1989,12.8,8330,0.09,0
1990,9.8,3455,2.78,0
1991,13.5,471,2.44,0
1992,13.1,10790,4.18,0
1993,8.9,8062,1.45,0
1994,12.4,14498,1.42,0
1995,10.5,11692,2.81,0
1996,11.1,7670,1.31,0
1997,9.1,13966,0.97,0
1998,13.8,17650,4.04,0
1999,9.0,7346,0.5,0
2000,12.4,10710,2.19,0
2001,12.3,760,4.05,0
2002,9.2,16183,1.7,0
2003,11.6,13461,4.04,0
2004,13.3,12863,0.41,0
2005,13.1,14654,1.09,0
2006,11.0,17508,3.54,0
2007,8.9,9731,3.02,0
2008,13.9,16957,2.54,0
2009,10.9,9896,3.64,0
2010,9.3,471,3.54,0
2011,12.0,10070,2.09,0
2012,10.3,6052,0.18,0
2013,8.8,8412,1.34,0
2014,11.7,19061,0.21,0
2015,10.9,7491,3.94,0
2016,8.8,3230,0.05,0
2017,12.6,12436,0.8,0
2018,11.1,12832,0.65,0
2019,8.7,9772,0.98,0
2020,11.1,14075,3.44,0
2021,12.0,14145,1.58,0
2022,10.9,17313,2.92,0
2023,11.6,11349,0.13,0
2024,8.7,15868,2.66,0
2025,10.0,6459,0.44,0
2026,13.4,9907,0.84,0
2027,11.3,14183,2.84,0
2028,9.9,19675,1.78,0
2029,9.5,3712,3.93,0
2030,10.9,5180,1.99,0
2031,10.0,5920,2.51,0
2032,10.7,6435,0.05,0
2033,13.4,4584,2.34,0
2034,13.7,7273,3.32,0
2035,11.9,9473,1.64,0
2036,11.1,6522,1.3,0
2037,10.9,2437,2.26,0
2038,9.7,12887,1.95,0
2039,13.2,2504,0.09,0
2040,13.4,7954,0.05,0
2041,13.5,15886,2.37,0
2042,11.9,11717,2.59,0
2043,13.9,208,1.39,0
2044,13.4,14478,1.36,0
2045,8.6,15628,3.82,0
2046,11.6,10244,4.09,0
2047,13.6,9129,1.57,0
2048,9.8,11283,0.78,0
2049,10.4,8209,3.83,0
2050,11.3,15581,3.4,0
2051,12.5,14311,3.96,0
2052,12.3,15698,1.31,0
2053,11.6,12710,1.85,0
2054,13.9,8940,2.42,0
2055,13.8,1083,0.04,0
2056,10.8,19853,1.13,0
2057,11.6,12162,1.71,0
2058,12.5,3289,1.25,0
2059,12.6,12082,0.14,0
2060,10.3,2369,4.07,0
2061,11.1,14975,0.63,0
2062,10.5,15674,0.57,0
2063,8.7,9191,1.31,0
2064,12.6,9342,1.99,0
2065,12.8,19797,3.41,0
2066,10.6,12528,2.89,0
2067,13.8,5191,1.38,0
2068,13.4,13828,4.03,0
2069,12.5,18570,2.38,0
2070,9.6,11468,1.23,0
2071,9.9,13582,2.87,0
2072,12.1,6277,3.73,0
2073,8.6,708,1.46,0
2074,9.7,4895,0.79,0
2075,9.5,18250,2.91,0
2076,12.2,3587,4.16,0
2077,11.7,8082,2.54,0
2078,13.9,17925,1.84,0
2079,12.8,4744,3.46,0
2080,10.4,2508,2.37,0
2081,10.3,1786,3.87,0
2082,11.2,1084,0.34,0
2083,12.4,6867,3.24,0
2084,11.9,8195,0.81,0
2085,13.4,3810,2.84,0
2086,10.1,3034,0.25,0
2087,12.9,3014,2.39,0
2088,11.7,11584,3.29,0
2089,8.6,5720,3.26,0
2090,9.4,11786,3.18,0
2091,12.2,17185,0.41,0
2092,8.6,11392,3.33,0
2093,11.9,8394,0.13,0
2094,11.0,12224,1.63,0
2095,13.4,4070,2.77,0
2096,13.2,938,2.07,0
2097,13.9,12650,2.98,0
2098,9.5,17382,2.75,0
2099,13.8,9986,1.47,0
2100,12.7,6828,2.31,0
2101,9.8,19371,4.02,0
2102,8.8,5949,1.97,0
2103,13.2,7458,0.48,0
2104,13.1,4448,1.94,0
2105,11.7,5658,2.69,0
2106,9.6,10302,3.48,0
2107,8.8,3988,2.31,0
2108,9.7,9340,2.9,0
2109,9.2,12533,1.01,0
2110,8.9,15209,2.99,0
2111,9.6,13232,1.94,0
2112,8.9,6047,1.19,0
2113,12.4,5546,1.76,0
2114,13.9,8984,2.55,0
2115,13.3,4856,3.66,0
2116,13.2,6217,1.47,0
2117,9.5,9297,0.71,0
2118,9.2,19804,2.3,0
2119,11.1,7956,4.06,0
2120,13.5,16173,1.22,0
2121,13.3,4805,3.67,0
2122,11.3,13130,3.42,0
2123,12.5,3582,3.63,0
2124,10.9,8270,4.19,0
2125,9.1,5122,4.0,0
2126,11.5,4919,1.53,0
2127,10.6,18292,3.56,0
2128,11.3,5697,2.74,0
2129,10.0,14801,3.77,0
2130,10.7,17248,0.3,0
2131,11.2,1177,0.14,0
2132,12.5,10146,3.46,0
2133,13.1,19500,3.08,0
2134,10.8,5791,3.51,0
2135,13.0,7040,0.8,0
2136,12.8,2927,0.39,0
2137,13.6,7497,2.56,0
2138,11.5,1390,1.7,0
2139,10.5,8140,2.28,0
2140,13.2,15235,3.22,0
2141,11.2,13844,3.58,0
2142,10.7,12104,1.75,0
2143,11.7,9048,0.73,0
2144,11.6,7036,1.76,0
2145,13.8,4578,3.39,0
2146,9.4,349,2.21,0
2147,9.1,18649,1.62,0
2148,12.8,17811,2.23,0
2149,12.0,2910,1.23,0
2150,8.7,11931,3.07,0
2151,10.9,11964,0.49,0
2152,11.8,17388,0.59,0
2153,11.7,15564,2.16,0
2154,10.1,19607,1.54,0
2155,9.9,10353,1.8,0
2156,10.6,10342,0.64,0
2157,12.0,10988,1.24,0
2158,13.6,15286,1.36,0
2159,12.8,7369,2.04,0
2160,12.8,3876,2.91,0
2161,9.7,280,4.05,0
2162,10.5,5038,2.71,0
2163,10.1,2553,4.04,0
2164,10.4,15079,2.49,0
2165,13.3,7654,3.76,0
2166,11.3,4826,3.94,0
2167,9.3,18911,2.16,0
2168,11.1,4759,1.65,0
2169,8.5,17618,2.43,0
2170,8.6,6235,2.99,0
2171,9.0,19661,4.18,0
2172,11.0,3413,1.92,0
2173,10.5,10452,0.84,0
2174,13.8,5549,3.09,0
2175,13.6,2875,1.68,0
2176,11.5,9499,0.5,0
2177,12.7,13695,3.84,0
2178,13.3,10888,0.43,0
2179,9.2,9480,0.09,0
2180,12.7,5866,0.06,0
2181,11.6,17552,1.31,0
2182,12.3,16407,3.5,0
2183,10.1,15656,1.79,0
2184,9.8,10270,3.86,0
2185,13.9,2092,0.16,0
2186,9.3,17798,2.78,0
2187,11.5,1012,2.89,0
2188,9.9,14616,1.37,0
2189,11.2,2263,2.27,0
2190,12.4,7336,3.95,0
2191,12.5,14000,1.58,0
2192,10.2,8642,1.71,0
2193,11.8,8670,2.39,0
2194,10.2,6827,1.11,0
2195,13.7,17342,2.9,0
2196,9.1,6101,1.14,0
2197,12.1,6758,2.95,0
2198,8.5,4354,2.87,0
2199,12.6,18565,3.87,0
2200,13.0,6159,1.94,0
2201,13.7,5080,3.12,0
2202,13.1,19857,1.97,0
2203,10.1,11628,0.07,0
2204,9.0,17552,0.78,0
2205,13.7,8328,3.07,0
2206,11.5,18921,2.72,0
2207,11.4,11846,0.82,0
2208,9.8,17415,1.05,0
2209,11.1,19493,0.38,0
2210,10.2,529,2.45,0
2211,9.6,7286,0.4,0
2212,12.2,4012,3.3,0
2213,10.6,3255,3.58,0
2214,12.9,13678,2.3,0
2215,13.5,11267,1.9,0
2216,9.7,3809,1.18,0
2217,11.7,18503,2.43,0
2218,12.4,16316,0.22,0
2219,11.7,17195,1.21,0
2220,9.9,5899,1.04,0
2221,10.9,5371,1.51,0
2222,13.2,16546,3.4,0
2223,11.3,12412,3.16,0
2224,8.6,8998,0.0,0
2225,12.5,12065,2.81,0
2226,12.2,3316,3.73,0
2227,8.7,1542,4.17,0
2228,9.8,13399,3.04,0
2229,8.6,1891,0.64,0
2230,10.9,16414,0.22,0
2231,9.5,9371,0.37,0
2232,13.2,889,2.37,0
2233,13.9,2594,1.25,0
2234,10.5,4928,0.92,0
2235,13.8,8261,4.13,0
2236,8.6,3513,3.72,0
2237,12.6,13721,3.0,0
2238,9.3,1321,2.27,0
2239,12.6,9911,1.51,0
2240,13.8,8861,0.21,0
2241,10.1,1657,2.68,0
2242,12.5,9463,0.09,0
2243,13.6,12209,3.41,0
2244,8.8,14376,3.46,0
2245,11.0,5533,3.61,0
2246,12.3,8445,2.45,0
2247,13.0,16296,1.49,0
2248,12.4,4782,1.82,0
2249,11.3,18013,0.69,0
2250,12.2,19183,0.38,0
2251,10.3,9960,0.82,0
2252,13.4,555,1.76,0
2253,9.6,14914,1.95,0
2254,11.6,10350,1.95,0
2255,13.3,13143,4.07,0
2256,11.7,17241,3.9,0
2257,10.7,11387,0.44,0
2258,11.7,19310,1.14,0
2259,8.7,1271,1.98,0
2260,13.9,2823,3.07,0
2261,11.0,1257,1.74,0
2262,10.7,9577,3.85,0
2263,13.1,10865,1.77,0
2264,12.0,6707,2.69,0
2265,8.7,2440,2.07,0
2266,12.9,14219,1.1,0
2267,11.5,13852,4.18,0
2268,13.1,8281,0.61,0
2269,13.1,4652,3.67,0
2270,10.4,7415,0.95,0
2271,9.7,1349,1.32,0
2272,9.8,7062,0.8,0
2273,13.4,7668,2.06,0
2274,9.8,7424,0.48,0
2275,9.5,16637,3.82,0
2276,11.9,14141,0.45,0
2277,12.8,331,2.13,0
2278,10.1,3804,1.69,0
2279,11.9,3103,1.55,0
2280,8.7,11569,0.1,0
2281,10.5,13896,1.37,0
2282,8.5,11875,4.18,0
2283,10.1,8275,2.03,0
2284,9.5,15782,0.96,0
2285,11.5,8282,0.21,0
2286,9.5,19704,1.5,0
2287,13.6,2016,3.42,0
2288,10.0,6370,3.14,0
2289,10.6,15925,0.33,0
2290,12.3,7226,0.56,0
2291,10.7,2058,0.33,0
2292,12.5,2569,2.04,0
2293,9.1,8974,0.69,0
2294,12.0,19329,1.3,0
2295,13.0,10404,0.31,0
2296,8.5,3028,2.3,0
2297,9.0,775,3.56,0
2298,13.7,19218,0.46,0
2299,12.9,9979,3.73,0
2300,12.0,672,2.46,0
2301,11.4,12910,2.25,0
2302,9.5,738,0.12,0
2303,12.8,7103,1.57,0
2304,9.7,1912,3.41,0
2305,11.3,18290,2.42,0
2306,8.5,804,4.1,0
2307,12.4,18640,0.06,0
2308,12.7,3778,1.08,0
2309,13.7,9042,1.66,0
2310,12.1,18083,1.29,0
2311,10.6,6588,1.92,0
2312,13.0,19474,3.5,0
2313,8.9,10875,2.84,0
2314,11.7,1256,4.19,0
2315,11.4,18120,2.58,0
2316,9.4,8679,2.21,0
2317,12.5,14515,0.75,0
2318,9.6,12045,0.0,0
2319,10.7,3009,0.32,0
2320,12.9,19930,2.93,0
2321,10.2,9337,0.03,0
2322,11.6,12889,2.35,0
2323,10.1,5996,0.08,0
2324,10.0,9273,3.75,0
2325,11.7,2888,2.27,0
2326,12.7,9034,2.36,0
2327,11.3,9210,0.11,0
2328,13.9,8865,3.07,0
2329,12.1,9065,1.61,0
2330,12.2,8302,3.47,0
2331,9.6,16400,0.69,0
2332,8.9,1659,0.92,0
2333,10.3,8382,2.96,0
2334,12.6,13586,3.59,0
2335,10.0,8795,0.7,0
2336,12.8,19715,4.09,0
2337,10.8,4753,1.36,0
2338,12.0,2134,2.9,0
2339,13.9,10530,1.51,0
2340,9.6,9450,0.53,0
2341,9.3,9491,3.74,0
2342,9.5,9790,0.16,0
2343,13.3,7607,1.0,0
2344,11.1,11286,1.31,0
2345,12.5,2435,1.99,0
2346,13.7,14321,1.17,0
2347,10.8,10812,0.67,0
2348,13.1,11719,2.9,0
2349,13.3,5200,0.76,0
2350,12.1,19435,0.47,0
2351,11.3,17978,3.58,0
2352,8.8,2944,2.97,0
2353,10.5,19929,0.93,0
2354,9.1,4648,2.93,0
2355,10.0,4463,1.64,0
2356,9.2,10653,1.04,0
2357,11.4,17781,3.49,0
2358,9.5,16269,0.31,0
2359,8.8,12977,1.08,0
2360,8.5,993,0.99,0
2361,13.3,4782,3.32,0
2362,10.5,6261,2.59,0
2363,13.5,16676,0.2,0
2364,12.4,19463,3.01,0
2365,9.2,19212,1.05,0
2366,9.6,18862,3.62,0
2367,12.1,1485,2.81,0
2368,8.5,7135,0.19,0
2369,8.5,17332,3.42,0
2370,13.0,16912,2.45,0
2371,13.4,16320,3.38,0
2372,10.5,8192,1.97,0
2373,12.1,3319,1.75,0
2374,13.7,16992,3.59,0
2375,11.0,17565,0.21,0
2376,12.8,16928,3.17,0
2377,10.8,11842,1.61,0
2378,12.3,9441,2.45,0
2379,12.1,5739,1.47,0
2380,9.5,5733,2.6,0
2381,12.9,3813,3.74,0
2382,8.8,8470,0.31,0
2383,10.4,4369,3.05,0
2384,9.3,17824,1.22,0
2385,9.2,18415,1.61,0
2386,8.5,6294,2.58,0
2387,9.7,19954,2.28,0
2388,9.3,9223,0.58,0
2389,8.7,5933,3.87,0
2390,10.4,3113,0.63,0
2391,13.6,5370,3.91,0
2392,8.9,13820,3.93,0
2393,13.3,13338,3.18,0
2394,8.5,1118,2.2,0
2395,8.9,3960,1.02,0
2396,13.4,19418,2.19,0
2397,10.4,17643,1.5,0
2398,13.3,8951,1.42,0
2399,10.7,5015,1.6,0
2400,10.8,14751,0.72,0
2401,10.4,10111,0.76,0
2402,13.5,5263,2.88,0
2403,12.6,8796,3.8,0
2404,12.7,17971,0.92,0
2405,10.3,7655,3.84,0
2406,10.8,10351,3.53,0
2407,9.8,10747,0.16,0
2408,9.6,17402,0.02,0
2409,12.6,4674,2.81,0
2410,10.9,347,1.08,0
2411,12.3,12868,1.28,0
2412,12.0,337,2.28,0
2413,13.7,6545,3.59,0
2414,13.4,11116,1.51,0
2415,8.7,17970,2.04,0
2416,10.5,10128,2.54,0
2417,9.2,2062,1.64,0
2418,13.6,7413,1.66,0
2419,13.6,16749,2.92,0
2420,13.0,9516,3.19,0
2421,9.9,3338,3.39,0
2422,11.0,13900,4.08,0
2423,11.0,4498,2.52,0
2424,9.3,5663,0.14,0
2425,13.2,3957,2.97,0
2426,11.0,18406,2.94,0
2427,11.8,3976,2.09,0
2428,8.7,6937,0.09,0
2429,10.2,16492,1.68,0
2430,10.1,5037,2.03,0
2431,9.5,10321,1.04,0
2432,13.6,13957,1.79,0
2433,11.0,13999,1.79,0
2434,10.2,3765,3.2,0
2435,13.6,7498,2.7,0
2436,11.9,10574,3.53,0
2437,12.4,19597,0.8,0
2438,10.8,14651,0.07,0
2439,10.5,4885,2.19,0
2440,13.3,6723,2.09,0
2441,9.3,2769,4.14,0
2442,10.0,14950,1.11,0
2443,9.6,18492,2.05,0
2444,13.0,3973,3.63,0
2445,12.7,4472,0.87,0
2446,13.3,8778,3.46,0
2447,12.8,8897,4.07,0
2448,9.9,12684,3.0,0
2449,12.6,203,3.48,0
2450,10.4,10930,2.9,0
2451,13.4,12243,2.95,0
2452,11.1,216,2.09,0
2453,13.1,13469,3.95,0
2454,8.5,15031,2.14,0
2455,12.4,7420,4.0,0
2456,13.3,9721,2.37,0
2457,9.2,5720,0.57,0
2458,9.8,17935,3.33,0
2459,8.9,10196,3.37,0
2460,9.3,1871,1.5,0
2461,13.9,18597,3.74,0
2462,13.1,1919,3.68,0
2463,8.8,18782,3.58,0
2464,9.7,2824,4.17,0
2465,9.2,9738,3.96,0
2466,9.9,13585,3.49,0
2467,11.8,17172,4.05,0
2468,10.9,19035,4.06,0
2469,11.5,7892,2.33,0
2470,12.3,4843,0.34,0
2471,12.8,5419,0.74,0
2472,13.6,8998,1.33,0
2473,10.6,18289,3.51,0
2474,10.3,205,2.91,0
2475,9.3,5706,2.89,0
2476,13.8,11703,3.75,0
2477,10.3,2728,0.3,0
2478,12.7,12474,2.96,0
2479,9.5,2855,3.93,0
2480,11.7,13270,2.23,0
2481,12.2,8900,3.39,0
2482,10.3,5471,2.04,0
2483,12.6,3019,0.3,0
2484,13.9,1548,0.6,0
2485,11.2,16094,0.73,0
2486,9.9,19656,4.02,0
2487,11.2,4938,3.56,0
2488,10.8,10066,4.17,0
2489,9.5,10915,1.82,0
2490,9.3,13663,3.57,0
2491,9.8,16344,3.33,0
2492,13.4,18488,0.79,0
2493,13.3,8594,2.71,0
2494,8.5,11517,0.94,0
2495,12.0,13129,2.15,0
2496,12.4,1615,3.15,0
2497,9.7,2761,1.0,0
2498,11.7,19702,0.11,0
2499,12.2,14885,3.64,0
2500,6.7,59,4.69,1
2501,7.8,114,4.73,1
2502,7.6,61,4.6,1
2503,6.7,16,4.3,1
2504,7.4,64,4.45,1
2505,7.8,49,4.4,1
2506,7.1,130,4.9,1
2507,7.4,67,4.64,1
2508,6.8,24,4.98,1
2509,7.1,89,4.48,1
2510,6.7,89,4.99,1
2511,6.8,151,4.73,1
2512,7.2,64,4.76,1
2513,7.9,159,4.95,1
2514,7.7,14,4.85,1
2515,7.6,126,4.48,1
2516,7.6,130,4.72,1
2517,7.2,131,4.8,1
2518,6.7,101,4.32,1
2519,6.9,157,4.32,1
2520,7.3,50,4.21,1
2521,7.1,31,4.34,1
2522,7.1,71,4.79,1
2523,6.8,80,4.7,1
2524,7.0,74,4.88,1
2525,6.9,137,4.69,1
2526,7.7,62,4.68,1
2527,7.1,70,4.27,1
2528,7.7,30,4.97,1
2529,7.8,52,4.28,1
2530,7.4,61,4.96,1
2531,7.2,46,4.6,1
2532,7.2,53,4.98,1
2533,7.4,113,4.46,1
2534,6.7,131,4.37,1
2535,7.5,84,4.43,1
2536,7.6,60,4.47,1
2537,7.8,149,4.32,1
2538,7.8,57,4.52,1
2539,6.8,100,4.97,1
2540,7.5,91,4.38,1
2541,7.0,97,4.71,1
2542,7.6,86,4.45,1
2543,7.1,125,4.35,1
2544,7.8,25,4.52,1
2545,7.8,72,4.71,1
2546,7.8,138,4.39,1
2547,7.9,16,4.41,1
2548,7.5,119,4.57,1
2549,7.7,96,4.51,1
2550,6.8,104,4.95,1
2551,6.7,45,4.91,1
2552,7.1,81,4.98,1
2553,7.6,90,4.58,1
2554,7.7,65,4.56,1
2555,7.9,69,4.56,1
2556,7.8,9,4.49,1
2557,7.1,4,4.34,1
2558,6.9,62,4.49,1
2559,7.1,37,4.36,1
2560,6.9,110,4.34,1
2561,6.8,90,4.71,1
2562,7.8,138,4.24,1
2563,7.2,34,4.47,1
2564,7.4,2,4.49,1
2565,7.8,84,4.94,1
2566,7.6,47,4.76,1
2567,7.0,122,4.32,1
2568,7.6,163,4.81,1
2569,7.7,50,4.97,1
2570,7.2,18,4.24,1
2571,7.8,87,4.56,1
2572,6.8,10,4.64,1
2573,7.0,57,4.63,1
2574,7.4,140,4.32,1
2575,7.9,19,4.39,1
2576,6.9,140,4.73,1
2577,7.8,103,4.79,1
2578,7.7,95,4.22,1
2579,6.9,77,4.93,1
2580,7.5,51,4.5,1
2581,7.7,13,4.76,1
2582,6.8,11,4.22,1
2583,7.3,105,4.28,1
2584,6.8,33,4.89,1
2585,7.6,78,4.73,1
2586,7.0,41,4.69,1
2587,7.1,95,4.95,1
2588,6.8,141,4.68,1
2589,7.3,75,4.24,1
2590,6.7,60,4.83,1
2591,7.0,67,4.45,1
2592,7.1,164,4.43,1
2593,7.6,114,4.93,1
2594,7.1,126,4.46,1
2595,7.5,14,4.57,1
2596,7.6,125,4.58,1
2597,7.3,98,4.87,1
2598,7.2,91,4.41,1
2599,6.9,59,4.39,1
2600,7.5,143,4.53,1
2601,7.3,128,4.95,1
2602,7.5,145,4.27,1
2603,7.2,22,4.38,1
2604,7.4,75,4.73,1
2605,7.3,67,4.21,1
2606,7.9,86,4.52,1
2607,7.1,37,4.87,1
2608,7.0,25,4.66,1
2609,6.9,160,4.6,1
2610,7.2,36,4.97,1
2611,7.3,127,4.53,1
2612,6.8,162,4.55,1
2613,6.8,38,4.37,1
2614,7.7,87,4.57,1
2615,6.9,159,4.62,1
2616,7.9,134,4.81,1
2617,7.9,54,4.71,1
2618,6.8,117,4.25,1
2619,7.4,68,4.82,1
2620,6.7,23,4.31,1
2621,7.1,4,4.73,1
2622,7.9,43,4.74,1
2623,7.5,160,4.27,1
2624,6.9,22,4.35,1
2625,7.7,14,4.21,1
2626,6.8,68,4.79,1
2627,7.5,22,4.53,1
2628,7.6,154,4.23,1
2629,7.8,110,4.9,1
2630,7.3,146,4.72,1
2631,6.9,90,4.98,1
2632,6.8,119,4.93,1
2633,7.6,20,4.9,1
2634,7.5,16,4.32,1
2635,7.4,140,4.21,1
2636,6.7,60,4.71,1
2637,7.5,130,4.67,1
2638,6.7,109,4.5,1
2639,7.6,8,4.93,1
2640,7.8,158,4.99,1
2641,7.3,151,4.72,1
2642,7.6,40,4.97,1
2643,7.7,102,4.97,1
2644,7.7,17,4.65,1
2645,7.8,76,4.87,1
2646,7.9,102,4.37,1
2647,7.7,157,4.95,1
2648,7.0,33,4.98,1
2649,7.2,95,4.8,1
2650,7.1,16,4.78,1
2651,6.7,131,4.79,1
2652,6.7,42,4.7,1
2653,7.5,30,4.72,1
2654,7.6,140,4.45,1
2655,7.0,56,4.65,1
2656,7.3,23,4.61,1
2657,7.9,107,4.51,1
2658,7.8,97,4.87,1
2659,6.8,150,4.94,1
2660,6.7,40,4.21,1
2661,6.9,123,4.36,1
2662,7.0,39,4.49,1
2663,7.4,42,4.99,1
2664,7.5,7,4.74,1
2665,7.5,11,4.35,1
2666,7.7,66,4.56,1
2667,6.7,13,4.92,1
2668,7.8,138,4.42,1
2669,7.7,60,4.82,1
2670,7.4,144,4.8,1
2671,7.4,95,4.73,1
2672,6.9,156,4.57,1
2673,6.9,51,4.96,1
2674,7.7,27,4.68,1
2675,7.2,163,4.63,1
2676,7.6,128,4.9,1
2677,6.7,23,4.42,1
2678,7.7,136,4.88,1
2679,7.2,48,4.23,1
2680,7.5,73,4.81,1
2681,7.3,162,4.46,1
2682,7.4,106,4.6,1
2683,7.3,144,4.23,1
2684,7.6,53,4.67,1
2685,7.3,57,4.67,1
2686,7.2,22,4.29,1
2687,7.7,34,4.57,1
2688,7.2,164,4.7,1
2689,7.9,90,4.63,1
2690,7.2,120,4.76,1
2691,7.0,27,4.32,1
2692,7.3,49,4.89,1
2693,7.3,30,4.87,1
2694,6.7,126,4.21,1
2695,7.0,8,4.23,1
2696,7.0,164,4.95,1
2697,7.1,32,4.94,1
2698,6.9,50,4.73,1
2699,7.2,14,4.94,1
